,News Organization,Date,Tweets Ago,Tweet,Compound,Positive,Neutral,Negative
379,@FoxNews,Mon Sep 17 06:50:00 +0000 2018,79,Wisconsin squirrels freed from 'Gordian Knot' of tails https://t.co/PfrD4AQSs3,0.4019,0.252,0.748,0.0
380,@FoxNews,Mon Sep 17 06:40:00 +0000 2018,80,".@GreggJarrett: ""[Mueller] should have recused himself from the very beginning, never taken the case, because of mu… https://t.co/Dqz7HAu3c6",0.0,0.0,1.0,0.0
381,@FoxNews,Mon Sep 17 06:30:01 +0000 2018,81,"Members of Nebraska Task Force 1 urban search and rescue team help Korean war veteran Roman Wiggs, 87, out of his w… https://t.co/yfPQumgsyr",0.2732,0.208,0.657,0.135
382,@FoxNews,Mon Sep 17 06:20:00 +0000 2018,82,Ted Williams: “What we need are leaders in our communities to go about the community revering and uplifting police… https://t.co/QoIF0Ipm4O,0.0,0.0,1.0,0.0
383,@FoxNews,Mon Sep 17 06:10:00 +0000 2018,83,"Kavanaugh faces uncertain future after woman accuser breaks silence, Republicans worry in private about midterms… https://t.co/TRdZ28zxSx",-0.6249,0.0,0.733,0.267
384,@FoxNews,Mon Sep 17 06:00:00 +0000 2018,84,".@GreggJarrett: ""I find it astonishing that the @POTUS is being investigated over something that is not even remote… https://t.co/zTFvLunnI1",0.0,0.0,1.0,0.0
385,@FoxNews,Mon Sep 17 05:50:00 +0000 2018,85,"A tattered American flag shredded by Florence waves in the wind in Jacksonville, North Carolina, on Sunday. https://t.co/Y2Ntx40ZIY",0.0,0.0,1.0,0.0
386,@FoxNews,Mon Sep 17 05:40:00 +0000 2018,86,.@GovMikeHuckabee: “I think Mike Pompeo was smart to call him out on it.” https://t.co/wYFbX5KtQM https://t.co/zNxQvCclM8,0.4019,0.162,0.838,0.0
387,@FoxNews,Mon Sep 17 05:30:00 +0000 2018,87,Ohio Burger King customer calls 911 after employee refuses to honor coupons https://t.co/JFxmA3nVE0,0.4939,0.211,0.789,0.0
388,@FoxNews,Mon Sep 17 05:20:00 +0000 2018,88,"Arizona rancher Jim Chilton: ""We need a wall."" #TownHallAmerica https://t.co/04BWRgjZqs",0.0,0.0,1.0,0.0
389,@FoxNews,Mon Sep 17 05:10:00 +0000 2018,89,Firefighters knelt and prayed outside of a North Carolina home where a mother and child were killed during Florence… https://t.co/KvTDXw3kFc,-0.6705,0.0,0.791,0.209
390,@FoxNews,Mon Sep 17 05:00:00 +0000 2018,90,Ted Williams: “There is a lack of respect for these men and women who serve us on a daily basis and try to protect… https://t.co/ECETM97D7X,0.2023,0.117,0.795,0.087
391,@FoxNews,Mon Sep 17 04:50:00 +0000 2018,91,"14th suspect arrested in Bronx teen 'Junior' Guzman-Feliz's killing at bodega, report says https://t.co/5OaF7rqU4F",-0.8658,0.0,0.531,0.469
392,@FoxNews,Mon Sep 17 04:40:00 +0000 2018,92,"Maggie, a brave 14-year-old Maltese, boldly faced the strong winds of Florence from her balcony, which overlooks th… https://t.co/qAFmZysfMG",0.8481,0.38,0.62,0.0
393,@FoxNews,Mon Sep 17 04:31:27 +0000 2018,93,United States Coast Guard members of Shallow-Water Response Team 3 rescued pets stranded by flooding caused by Flor… https://t.co/Utj8ul248K,0.6808,0.259,0.741,0.0
394,@FoxNews,Mon Sep 17 04:20:00 +0000 2018,94,"Art Del Cueto, @bpunion vice president: ""I don't close my doors at night because I hate the people outside, I do it… https://t.co/12tOPhX6ko",-0.5719,0.0,0.844,0.156
395,@FoxNews,Mon Sep 17 04:10:00 +0000 2018,95,“I have been leading in the House to make sure we fight for the resources and policies to secure our border.”… https://t.co/dEf12hIfQh,0.2732,0.179,0.722,0.099
396,@FoxNews,Mon Sep 17 04:01:00 +0000 2018,96,"“I think full transparency is in order here.” 

Rep. @DevinNunes joins calls for the Intelligence Committee's Russi… https://t.co/dFJrOx5uKH",0.4767,0.154,0.846,0.0
397,@FoxNews,Mon Sep 17 03:50:00 +0000 2018,97,Alleged 'looters' in Florence-ravaged North Carolina sought by police https://t.co/Ay0ML53Wrh,0.0,0.0,1.0,0.0
398,@FoxNews,Mon Sep 17 03:40:00 +0000 2018,98,"On @foxandfriends, @dbongino slammed John Kerry for having multiple meetings with Iranian officials behind the back… https://t.co/NibevayfLw",0.0,0.0,1.0,0.0
399,@FoxNews,Mon Sep 17 03:30:00 +0000 2018,99,"Arizona Senate candidates McSally, Sinema debate border security, public safety at Fox News town hall https://t.co/5AIQKT87vK",0.6369,0.271,0.729,0.0
400,@NYTimes,Mon Sep 17 16:18:05 +0000 2018,0,"After Florence, days of record-breaking rain have pushed rivers over their banks. Water levels are unlikely to rece… https://t.co/GIKUrOEIDk",0.0,0.0,1.0,0.0
401,@NYTimes,Mon Sep 17 16:03:20 +0000 2018,1,"Rep. Chris Collins, who was indicted on insider trading charges last month, reversed course and planned to announce… https://t.co/5z5EQ7R4b3",-0.2732,0.0,0.896,0.104
402,@NYTimes,Mon Sep 17 15:58:03 +0000 2018,2,There were nearly 900 incidents last year in which someone was on the subway tracks or was hit by a train after get… https://t.co/LazalkKGyN,0.0,0.0,1.0,0.0
403,@NYTimes,Mon Sep 17 15:48:05 +0000 2018,3,"On the internet, we can vicariously consume more stuff than we could ever actually buy. Are unboxing videos elimina… https://t.co/VqWiB6SZIj",0.0,0.0,1.0,0.0
404,@NYTimes,Mon Sep 17 15:38:04 +0000 2018,4,"RT @nytopinion: Just as many Americans are fed up with the economic status quo, so too are they fed up with business as usual in foreign po…",0.0,0.0,1.0,0.0
405,@NYTimes,Mon Sep 17 15:28:05 +0000 2018,5,Australian authorities vowed to shut down a popular music festival after 2 people died of suspected drug overdoses… https://t.co/RvJyr1A0lk,0.128,0.245,0.531,0.224
406,@NYTimes,Mon Sep 17 15:18:02 +0000 2018,6,"RT @alexburnsNYT: Bloomberg says if he runs for president, it’ll be as a Democrat

He’s about to begin ads pummeling House Republicans

Fir…",0.0,0.0,1.0,0.0
407,@NYTimes,Mon Sep 17 15:08:01 +0000 2018,7,The trial of the Chicago police officer who shot Laquan McDonald is underway. Here's why Chicago is watching it so… https://t.co/IEZVs1CPGX,0.0,0.0,1.0,0.0
408,@NYTimes,Mon Sep 17 14:58:02 +0000 2018,8,"Marc Benioff, the billionaire who is buying Time magazine, explains why he's buying Time magazine  https://t.co/On8XArWfCZ",0.0,0.0,1.0,0.0
409,@NYTimes,Mon Sep 17 14:48:36 +0000 2018,9,"Florence's impact, in maps https://t.co/D5oUmcuT0u https://t.co/3n5bGPqHDI",0.0,0.0,1.0,0.0
410,@NYTimes,Mon Sep 17 14:46:43 +0000 2018,10,Breaking News: Judge Brett Kavanaugh said he was willing to speak with a Senate panel to answer assault allegations… https://t.co/T6UexK0GMu,-0.5859,0.0,0.826,0.174
411,@NYTimes,Mon Sep 17 14:38:01 +0000 2018,11,RT @TimHerrera: We all want to be charming talkers who can work a room. Here are 3 steps to becoming one. https://t.co/J7A5E01AZy,0.6249,0.221,0.779,0.0
412,@NYTimes,Mon Sep 17 14:29:04 +0000 2018,12,"In Rwanda, untreated strep throat can evolve into a life-threatening heart condition. A team of doctors travels the… https://t.co/O4wyAoCzy0",0.0,0.0,1.0,0.0
413,@NYTimes,Mon Sep 17 14:18:31 +0000 2018,13,The woman who has accused Supreme Court nominee Brett Kavanaugh of sexual assault is willing to testify about her a… https://t.co/42A5jLRV59,-0.34,0.13,0.652,0.217
414,@NYTimes,Mon Sep 17 14:14:03 +0000 2018,14,"North Korea is making nuclear fuel and building weapons as actively as ever, evidence suggests. But Kim Jong-un now… https://t.co/AnWCUqCoT0",-0.1531,0.099,0.776,0.125
415,@NYTimes,Mon Sep 17 14:00:05 +0000 2018,15,The center of Tropical Depression Florence has left the Carolinas. But the chaos that the storm unleashed is nowher… https://t.co/1ccA33RjNX,-0.8126,0.0,0.709,0.291
416,@NYTimes,Mon Sep 17 13:46:04 +0000 2018,16,People across Australia have bitten into store-bought strawberries in recent weeks and found needles hidden inside https://t.co/CCtztjmFZ2,0.0,0.0,1.0,0.0
417,@NYTimes,Mon Sep 17 13:30:13 +0000 2018,17,"Kellyanne Conway said the woman who accused Brett Kavanaugh of sexual assault ""will be heard"" https://t.co/IzXkZ0gNyU",-0.7184,0.0,0.7,0.3
418,@NYTimes,Mon Sep 17 13:14:02 +0000 2018,18,"Video: The North Carolina governor warned the ""risk to life is rising"" https://t.co/vFW8niIGK5",-0.4939,0.0,0.724,0.276
419,@NYTimes,Mon Sep 17 13:00:10 +0000 2018,19,Morning Briefing: Here's what you need to know to start your day https://t.co/RLfhCySdeL https://t.co/A1piAVisgv,0.0,0.0,1.0,0.0
420,@NYTimes,Mon Sep 17 12:44:06 +0000 2018,20,RT @TinaJordanNYT: I had the chance to ask reclusive author Robert Galbraith – good friend of @jk_rowling — a few questions about his Cormo…,0.7964,0.323,0.677,0.0
421,@NYTimes,Mon Sep 17 12:30:13 +0000 2018,21,See inside Typhoon Mangkhut in 3-D  https://t.co/v8yLCgjxOy https://t.co/W4MgffJfDn,0.0,0.0,1.0,0.0
422,@NYTimes,Mon Sep 17 12:20:06 +0000 2018,22,"Eliud Kipchoge, who is widely regarded as the most dominant distance runner of the modern era, broke the world reco… https://t.co/hjOfk4QajI",-0.4215,0.0,0.877,0.123
423,@NYTimes,Mon Sep 17 12:11:03 +0000 2018,23,A man was killed by a shark off Cape Cod over the weekend in the first fatal shark attack in Massachusetts since 19… https://t.co/IEzMGvM011,-0.9022,0.0,0.631,0.369
424,@NYTimes,Mon Sep 17 12:00:06 +0000 2018,24,"Your daily @DealBook Briefing:

• Top business donors break from the GOP. 

• Marc Benioff is the latest billionair… https://t.co/SG8TJ46iTZ",0.2023,0.096,0.904,0.0
425,@NYTimes,Mon Sep 17 11:45:07 +0000 2018,25,"""It's easy to say, 'I love God,' but put on your boots, get your hands dirty,"" said a pastor in flood-sunken New Be… https://t.co/aw2ftjMTiX",0.5499,0.178,0.822,0.0
426,@NYTimes,Mon Sep 17 11:30:12 +0000 2018,26,"There's no doubt Tesla and Elon Musk have plenty of detractors, especially on Twitter. But many of those who believ… https://t.co/StcfVkEOMN",-0.5719,0.0,0.802,0.198
427,@NYTimes,Mon Sep 17 11:20:04 +0000 2018,27,"The man stood casually on the subway tracks, his face showing no sign of terror as he stared down a 360-ton train https://t.co/txN6Dgosce",-0.5994,0.065,0.722,0.213
428,@NYTimes,Mon Sep 17 11:11:05 +0000 2018,28,North Carolina is facing a statewide crisis as Hurricane Florence slowly ravages the South. Here's what's happening… https://t.co/1PV2hsHKQt,-0.6249,0.0,0.796,0.204
429,@NYTimes,Mon Sep 17 11:00:18 +0000 2018,29,Molly Kelly fended off a challenge from the left this week to become the Democratic nominee for New Hampshire's gov… https://t.co/lP1OPuCuZw,0.0772,0.064,0.936,0.0
430,@NYTimes,Mon Sep 17 10:45:02 +0000 2018,30,"Soon-Yi Previn said starting a relationship with Woody Allen, who once dated her mother, created ""a moral dilemma"" https://t.co/bghcPMUss7",0.0772,0.102,0.812,0.086
431,@NYTimes,Mon Sep 17 10:30:10 +0000 2018,31,"There has been another huge misinformation campaign online before an election, this time in Macedonia, and the U.S.… https://t.co/I2qWkVCs9B",0.0,0.106,0.787,0.106
432,@NYTimes,Mon Sep 17 10:20:11 +0000 2018,32,A woman who accuses Supreme Court nominee Brett M. Kavanaugh of sexually assaulting her when both were high school… https://t.co/R0FH6nzgBJ,-0.2732,0.142,0.632,0.225
433,@NYTimes,Mon Sep 17 10:10:02 +0000 2018,33,Michael Bloomberg may run for President as a Democrat. His views on policing and #MeToo could be a problem.… https://t.co/q4ZueDZJRy,0.0,0.0,1.0,0.0
434,@NYTimes,Mon Sep 17 10:00:09 +0000 2018,34,Morning Briefing: Here's what you need to know to start your day https://t.co/qFjVAjZXqa https://t.co/2eee78gcDu,0.0,0.0,1.0,0.0
435,@NYTimes,Mon Sep 17 09:44:01 +0000 2018,35,"RT @nytimesworld: Museums are where we tell stories about ourselves -- about who we are as individuals, communities, nations, even as a spe…",0.0,0.0,1.0,0.0
436,@NYTimes,Mon Sep 17 09:41:05 +0000 2018,36,"""North Korea will highlight the discrepancy: 'Why do the American troops remain in Korea now that the war has ended… https://t.co/mye3xrsWOZ",-0.3612,0.095,0.751,0.154
437,@NYTimes,Mon Sep 17 09:15:06 +0000 2018,37,RT @JackEwingNYT: I still say the evolution of the Beetle from Nazi propaganda project to counterculture phenomenon was the greatest rebran…,0.4939,0.174,0.744,0.083
438,@NYTimes,Mon Sep 17 09:00:17 +0000 2018,38,7 years after @sweden began giving ordinary Swedes the chance to be the more-or-less official voice of the nation o… https://t.co/sX5smUK5fn,0.5267,0.196,0.804,0.0
439,@NYTimes,Mon Sep 17 08:31:56 +0000 2018,39,"The first full-dress retrospective in North America devoted to the French painter Eugène Delacroix, a complex, enig… https://t.co/o3TiIOJ7QZ",0.4019,0.144,0.856,0.0
440,@NYTimes,Mon Sep 17 08:15:03 +0000 2018,40,How do companies regain public trust after something goes seriously wrong? We looked at how Tylenol responded after… https://t.co/SYCHe8Pq5D,-0.128,0.137,0.664,0.199
441,@NYTimes,Mon Sep 17 08:00:11 +0000 2018,41,The Russia spy scandal has claimed another victim: debutantes. Organizers have pulled the plug on the annual Russia… https://t.co/SMN2h5Zhih,-0.6124,0.0,0.773,0.227
442,@NYTimes,Mon Sep 17 07:46:56 +0000 2018,42,"RT @stevenleemyers: In Yangjiang, broken glass, downed branches and the remains of a giant sign, but damage seems less severe than feared.…",-0.8523,0.0,0.659,0.341
443,@NYTimes,Mon Sep 17 07:45:05 +0000 2018,43,"More than 230,000 infants were treated in emergency rooms for injuries incurred while using infant walkers from 199… https://t.co/MFGUyGy6yl",-0.3818,0.0,0.874,0.126
444,@NYTimes,Mon Sep 17 07:30:06 +0000 2018,44,The air travel disruptions that rippled across Asia from the storm continued into Monday. Some flights arrived at a… https://t.co/9aaUoDS7Hi,-0.34,0.0,0.888,0.112
445,@NYTimes,Mon Sep 17 07:15:03 +0000 2018,45,3 concrete tips that will help you become a more engaged — and enjoyable — conversation partner https://t.co/uwNnJLt7mj,0.8341,0.446,0.554,0.0
446,@NYTimes,Mon Sep 17 07:00:04 +0000 2018,46,"As President Trump ratchets up the trade war with Beijing, Wall Street’s words are falling on deaf ears https://t.co/jfxngSxQAW",-0.6705,0.0,0.756,0.244
447,@NYTimes,Mon Sep 17 06:59:48 +0000 2018,47,RT @davidenrich: This is my favorite page in today’s superb @nytimesbusiness section on the financial crisis’s 10th anniversary. https://t.…,0.7964,0.295,0.705,0.0
448,@NYTimes,Mon Sep 17 06:45:02 +0000 2018,48,"A day after Typhoon Mangkhut tore through the Philippines, officials began to discover that the human toll from the… https://t.co/AHhlYa8wmm",0.0,0.0,1.0,0.0
449,@NYTimes,Mon Sep 17 06:30:07 +0000 2018,49,U.S. prosecutors have quietly dismissed charges against a former Senegalese government official in a Chinese energy… https://t.co/D8NiOQxkPz,-0.2732,0.0,0.87,0.13
450,@NYTimes,Mon Sep 17 06:15:05 +0000 2018,50,"After 5 elections over 17 years, costing about $1 billion, Afghanistan still lacks the most basic consensus on how… https://t.co/WbUAx9w1Ey",0.0,0.0,1.0,0.0
451,@NYTimes,Mon Sep 17 06:00:06 +0000 2018,51,"With the deal for Time, the Benioffs have picked up one of the most storied — but struggling — publications in the… https://t.co/A3h9pSGKYQ",-0.6243,0.0,0.83,0.17
452,@NYTimes,Mon Sep 17 05:45:04 +0000 2018,52,Eliud Kipchoge of Kenya broke the world record for the marathon by more than a minute on Sunday. Read our profile o… https://t.co/NXNJwqmKBR,-0.4215,0.0,0.882,0.118
453,@NYTimes,Mon Sep 17 05:30:04 +0000 2018,53,Dozens of Times journalists are covering the powerful storms that are wreaking havoc on opposite sides of the world… https://t.co/q7fKsCBLCh,-0.2732,0.113,0.729,0.158
454,@NYTimes,Mon Sep 17 05:15:05 +0000 2018,54,"Maps of Hurricane Florence's impact tracking the record amount of rainfall, wind and power outages https://t.co/hlCpaDvUvI",0.0,0.0,1.0,0.0
455,@NYTimes,Mon Sep 17 05:12:35 +0000 2018,55,"Many rank the Venerable Xuecheng as the most important Chinese Buddhist reformer in a century. But over the summer,… https://t.co/6sYblOLgE9",0.2716,0.104,0.896,0.0
456,@NYTimes,Mon Sep 17 04:50:24 +0000 2018,56,"RT @davidzucchino: The Cape Fear River meets aptly-named Water Street in downtown Wilmington, NC, in historic flooding. https://t.co/n3PwXf…",-0.4939,0.0,0.842,0.158
457,@NYTimes,Mon Sep 17 04:45:02 +0000 2018,57,North Korea seems to be building nuclear weapons as actively as ever. But Kim Jong-un now appears to be borrowing a… https://t.co/FbmjzxelKC,-0.1531,0.091,0.794,0.115
458,@NYTimes,Mon Sep 17 04:30:08 +0000 2018,58,Emergency workers in the Philippines recovered 43 bodies from the muddied wreckage of a gold miners’ bunkhouse afte… https://t.co/t5fadWlGLC,-0.3818,0.0,0.867,0.133
459,@NYTimes,Mon Sep 17 04:15:05 +0000 2018,59,"Maori is having a revival across New Zealand. Indigenous people are increasingly embracing their language, rejectin… https://t.co/Xb7lSFS1Vo",0.0,0.0,1.0,0.0
460,@NYTimes,Mon Sep 17 04:02:51 +0000 2018,60,"Europe Edition: Your Monday News Briefing: Typhoon, Kavanaugh, Brexit https://t.co/8BCfOdOo09",0.0,0.0,1.0,0.0
461,@NYTimes,Mon Sep 17 04:00:08 +0000 2018,61,"In Opinion

Columnist Maureen Dowd writes, ""There is someone — at the very bottom of the world in the land of Mad M… https://t.co/84M6r9Vsd9",-0.4939,0.0,0.873,0.127
462,@NYTimes,Mon Sep 17 03:35:12 +0000 2018,62,Jagdish Patel came to the U.S. from India in 1968 and eventually sponsored his wife and 6 siblings. Their descendan… https://t.co/M2OIqo1DwO,0.0,0.0,1.0,0.0
463,@NYTimes,Mon Sep 17 03:17:08 +0000 2018,63,"Julien Baker, Phoebe Bridgers and Lucy Dacus have emerged in the last few years as singular forces in indie rock. N… https://t.co/B9mcfi2VDv",0.0,0.0,1.0,0.0
464,@NYTimes,Mon Sep 17 03:01:04 +0000 2018,64,"RT @nytimesworld: ""I found Chance and his mother huddled under a tree outside the hospital in Kigali. Chance was a portrait of misery; Alph…",-0.1779,0.15,0.712,0.139
465,@NYTimes,Mon Sep 17 02:43:39 +0000 2018,65,"Delay the Vote — For Kavanaugh, for His Accuser and for the Court https://t.co/mPkL4PwlEf",-0.3182,0.0,0.839,0.161
466,@NYTimes,Mon Sep 17 02:32:10 +0000 2018,66,"Vontae Davis Leaves Field During N.F.L. Game, Then Abruptly Retires https://t.co/0VmMte8ArG",0.0,0.0,1.0,0.0
467,@NYTimes,Mon Sep 17 02:16:16 +0000 2018,67,The 26-year-old rapper Noname got noticed on a Chance the Rapper album. Her excellent debut album proves she’s a st… https://t.co/1iwVpLpgBe,0.6908,0.251,0.749,0.0
468,@NYTimes,Mon Sep 17 02:07:08 +0000 2018,68,RT @reynadesai: Glass everywhere on the streets in Hong Kong from shattered skyscrapers. https://t.co/ACm2wEqMNu https://t.co/rNlkcpkVGj,-0.4767,0.0,0.819,0.181
469,@NYTimes,Mon Sep 17 01:59:58 +0000 2018,69,"2 hours, 1 minute, 39 seconds: Eliud Kipchoge of Kenya broke the world record for the marathon by more than a minute https://t.co/6VIWLopMqd",-0.4215,0.0,0.872,0.128
470,@NYTimes,Mon Sep 17 01:43:49 +0000 2018,70,"News Analysis: North Korea’s Trump-Era Strategy: Keep Making A-Bombs, but Quietly https://t.co/0zxrjYevTE",0.0,0.0,1.0,0.0
471,@NYTimes,Mon Sep 17 01:30:29 +0000 2018,71,Typhoon Mangkhut Slams Hong Kong and Southern China https://t.co/sV9mOZ2XPx,0.0,0.0,1.0,0.0
472,@NYTimes,Mon Sep 17 01:22:16 +0000 2018,72,Why the I.C.C. Should Rejoice When America Attacks It https://t.co/zenu6tFlHo,0.0,0.21,0.58,0.21
473,@NYTimes,Mon Sep 17 01:18:59 +0000 2018,73,"Conor McPherson has never spoken to Bob Dylan, but he got the OK to use any of his songs on stage. https://t.co/VGETjg4CET",0.5993,0.157,0.843,0.0
474,@NYTimes,Mon Sep 17 01:02:52 +0000 2018,74,The death toll from Florence rose to at least 16 in North and South Carolina. The storm has “never been more danger… https://t.co/FnhXDvjqi1,-0.5994,0.0,0.849,0.151
475,@NYTimes,Mon Sep 17 00:53:00 +0000 2018,75,"Maori Language, Once Shunned, Is Having a Renaissance in New Zealand https://t.co/hdZdx1RFFg",0.0,0.0,1.0,0.0
476,@NYTimes,Mon Sep 17 00:52:45 +0000 2018,76,"RT @newshound16: Massive landslide has cut off the area and buried old mining bunkhouses in the village of Ucab, in Itogon #NYT team has re…",-0.2732,0.0,0.92,0.08
477,@NYTimes,Mon Sep 17 00:50:18 +0000 2018,77,"Until last month, no solo artist had recorded the 70-piece Thelonious Monk songbook, the most plundered body of wor… https://t.co/ogopAq6Wo4",-0.296,0.0,0.896,0.104
478,@NYTimes,Mon Sep 17 00:32:55 +0000 2018,78,"While Petah Coyne's work has always intermingled ideas of beauty and death, the current exhibition has taken a more… https://t.co/drJieuM3GF",-0.0258,0.154,0.688,0.158
479,@NYTimes,Mon Sep 17 00:16:04 +0000 2018,79,Time Magazine to Be Sold to the Salesforce Billionaire Marc Benioff https://t.co/6kWijEoAlt,0.0,0.0,1.0,0.0
480,@NYTimes,Mon Sep 17 00:00:59 +0000 2018,80,Myanmar’s Assault on a Truthful Press https://t.co/e1IpfjIzl4,-0.2023,0.278,0.37,0.352
481,@NYTimes,Sun Sep 16 23:55:11 +0000 2018,81,‘Trump Derangement Syndrome’ is a Myth https://t.co/hiR09LilEo,0.0,0.0,1.0,0.0
482,@NYTimes,Sun Sep 16 23:55:09 +0000 2018,82,Good news for anyone who doesn't have the time or desire to linger in the gym https://t.co/y9dSEIyI5m,0.6808,0.272,0.728,0.0
483,@NYTimes,Sun Sep 16 23:38:38 +0000 2018,83,"As Trump’s Trade War Mounts, China’s Wall Street Allies Lose Clout https://t.co/cn4KOzyd85",-0.765,0.0,0.602,0.398
484,@NYTimes,Sun Sep 16 23:32:24 +0000 2018,84,"What's the purpose of art? And who is it for? You'll find some powerful, uplifting and inventive answers to those q… https://t.co/wpqjFl8MQB",0.4871,0.131,0.869,0.0
485,@NYTimes,Sun Sep 16 23:14:23 +0000 2018,85,48 Hours: The Rodarte Sisters’ Dramatic Return to New York https://t.co/mK1Wb0qLgv,0.0,0.0,1.0,0.0
486,@NYTimes,Sun Sep 16 23:03:00 +0000 2018,86,"RT @tmagazine: The man who made wildly imaginative, gloriously disobedient buildings https://t.co/XUtlseK3Go https://t.co/I4LqGAz6R1",0.5994,0.245,0.755,0.0
487,@NYTimes,Sun Sep 16 22:46:01 +0000 2018,87,"N.F.L. Week 2 Live: Scores, Highlights and Analysis https://t.co/f821ApSSS4",0.0,0.0,1.0,0.0
488,@NYTimes,Sun Sep 16 22:45:04 +0000 2018,88,"RT @nytopinion: “We need to turn the House and Senate as a check on Donald Trump and his runaway presidency,” says Seth Klarman, who is con…",0.0,0.0,1.0,0.0
489,@NYTimes,Sun Sep 16 22:30:05 +0000 2018,89,"Anyone who has ever taken a cab or the ""L"" from Chicago's Loop to O'Hare would love an alternative that takes 12 mi… https://t.co/onvEZBZlnj",0.6369,0.16,0.84,0.0
490,@NYTimes,Sun Sep 16 22:15:08 +0000 2018,90,"In one night, the all-volunteer Cajun Navy rescued 155 people and at least a couple of cats from homes in areas flo… https://t.co/8bCOwMPzrU",0.4215,0.118,0.882,0.0
491,@NYTimes,Sun Sep 16 22:00:14 +0000 2018,91,There is something different about the Democratic candidates and message aimed at union votes this time around. Cal… https://t.co/13X1Y7jG5Q,0.0,0.0,1.0,0.0
492,@NYTimes,Sun Sep 16 21:45:08 +0000 2018,92,"Mennonites in Belize live apart from the larger community, forgoing most elements of modern technology. But some bi… https://t.co/3WCQ97lLcx",0.0,0.0,1.0,0.0
493,@NYTimes,Sun Sep 16 21:30:04 +0000 2018,93,7 years after @sweden began giving ordinary Swedes the chance to be the more-or-less official voice of the nation o… https://t.co/R6KsDHKAEA,0.5267,0.196,0.804,0.0
494,@NYTimes,Sun Sep 16 21:15:07 +0000 2018,94,Jagdish Patel came to the U.S. from India in 1968 and eventually sponsored his wife and 6 siblings. Their descendan… https://t.co/XH2taj4Vrd,0.0,0.0,1.0,0.0
495,@NYTimes,Sun Sep 16 21:00:10 +0000 2018,95,Noodle kugel? Chocolate babka? Break your Yom Kippur fast with these recipes. https://t.co/UWVsUkNOVd,0.0,0.0,1.0,0.0
496,@NYTimes,Sun Sep 16 20:44:26 +0000 2018,96,Hear the story of how one family found out they were on their own during Hurricane Harvey https://t.co/PUIi5Hczy5,0.0,0.0,1.0,0.0
497,@NYTimes,Sun Sep 16 20:40:52 +0000 2018,97,"And even when the floodwaters began to recede, Wayne Dailey was still pleading with emergency services to send some… https://t.co/ujY2YoG44Z",-0.3818,0.0,0.88,0.12
498,@NYTimes,Sun Sep 16 20:37:07 +0000 2018,98,"He saw a helicopter with a rescue line and climbed to his roof. “The rescuer, he was leaned out over the side of th… https://t.co/P5cgWZqwny",0.5106,0.13,0.87,0.0
499,@NYTimes,Sun Sep 16 20:34:30 +0000 2018,99,"“I’m really, really, really, really needing her to get her to a hospital ASAP,"" he said on his third 911 call. The… https://t.co/3OLRnQ4CDT",0.0,0.0,1.0,0.0
